osm_type,osm_id,name,place_type,amenity,tourism,cuisine,lat,lon,addr_housenumber,addr_street,addr_city,addr_postcode,address,phone,website,opening_hours,wheelchair,brand,source,tags_json
way,249256392,Ten Sushi Japanese Restaurant,restaurant,restaurant,,sushi,45.3817074,-75.6703877,1490,Bank Street,Ottawa,,1490 Bank Street,,,,,,,"{""@id"": ""way/249256392"", ""addr:housenumber"": ""1490"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""cuisine"": ""sushi"", ""name"": ""Ten Sushi Japanese Restaurant"", ""@geometry"": ""center""}"
way,249256393,Colonnade Pizza,restaurant,restaurant,,,45.380814,-75.6693485,1500,Bank Street,Ottawa,,1500 Bank Street,,,,,,City of Ottawa,"{""@id"": ""way/249256393"", ""addr:housenumber"": ""1500"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""1"", ""name"": ""Colonnade Pizza"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,250548973,3 Brewers,restaurant,restaurant,,burger;pizza;seafood,45.310092,-75.9082965,565,Kanata Avenue,Ottawa,K2T 1K5,565 Kanata Avenue,,https://les3brasseurs.ca/eng/location?id=16,Su-We 11:30-24:00; Th 11:30-01:00; Fr-Sa 11:30-02:00,,3 Brasseurs,City of Ottawa,"{""@id"": ""way/250548973"", ""addr:housenumber"": ""565"", ""addr:postcode"": ""K2T 1K5"", ""addr:street"": ""Kanata Avenue"", ""addr:unit"": ""S"", ""amenity"": ""restaurant"", ""brand"": ""3 Brasseurs"", ""brand:wikidata"": ""Q3230326"", ""brand:wikipedia"": ""fr:Les 3 Brasseurs"", ""building"": ""retail"", ""cuisine"": ""burger;pizza;seafood"", ""name"": ""3 Brewers"", ""name:en"": ""3 Brewers"", ""name:fr"": ""3 Brasseurs"", ""official_name"": ""Les 3 Brasseurs"", ""opening_hours"": ""Su-We 11:30-24:00; Th 11:30-01:00; Fr-Sa 11:30-02:00"", ""source"": ""City of Ottawa"", ""start_date"": ""2011..2014"", ""website"": ""https://les3brasseurs.ca/eng/location?id=16"", ""@geometry"": ""center""}"
way,255396635,Little Amsterdam,restaurant,restaurant,,dutch,45.4321766,-75.6942369,190,Dalhousie Street,Ottawa,,190 Dalhousie Street,,,,,,City of Ottawa,"{""@id"": ""way/255396635"", ""addr:housenumber"": ""190"", ""addr:street"": ""Dalhousie Street"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""capacity"": ""60"", ""cuisine"": ""dutch"", ""delivery"": ""no"", ""name"": ""Little Amsterdam"", ""smoking"": ""outside"", ""source"": ""City of Ottawa"", ""takeaway"": ""no"", ""@geometry"": ""center""}"
way,256018211,Mazarine,restaurant,restaurant,,brunch,45.4149637,-75.6992173,282,Kent Street,Ottawa,K2P 2A4,282 Kent Street,,https://www.mazarinebrunch.com,We-Fr 10:00-14:00; Sa-Su 09:00-14:00,,,City of Ottawa,"{""@id"": ""way/256018211"", ""addr:housenumber"": ""282"", ""addr:postcode"": ""K2P 2A4"", ""addr:street"": ""Kent Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""brunch"", ""mapillary"": ""503184411093551"", ""name"": ""Mazarine"", ""opening_hours"": ""We-Fr 10:00-14:00; Sa-Su 09:00-14:00"", ""source"": ""City of Ottawa"", ""website"": ""https://www.mazarinebrunch.com"", ""@geometry"": ""center""}"
way,257157053,Reynolds Restaurant,restaurant,restaurant,,,45.3765893,-75.7489489,874,Clyde Avenue North,Ottawa,,874 Clyde Avenue North,,,,,,,"{""@id"": ""way/257157053"", ""addr:housenumber"": ""874"", ""addr:street"": ""Clyde Avenue North"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""mapillary"": ""1390948094603326"", ""name"": ""Reynolds Restaurant"", ""@geometry"": ""center""}"
way,257198184,The Metcalfe Hotel,hotel,,hotel,,45.4205033,-75.6950181,123,Metcalfe Street,Ottawa,,123 Metcalfe Street,+1-613-231-6555,https://www.themetcalfehotel.com/,,,,,"{""@id"": ""way/257198184"", ""addr:housenumber"": ""123"", ""addr:street"": ""Metcalfe Street"", ""building"": ""commercial"", ""building:levels"": ""5"", ""check_date"": ""2024-09-17"", ""ele"": ""6"", ""mapillary"": ""177788210902269"", ""name"": ""The Metcalfe Hotel"", ""phone"": ""+1-613-231-6555"", ""tourism"": ""hotel"", ""website"": ""https://www.themetcalfehotel.com/"", ""@geometry"": ""center""}"
way,257836421,Sonder The O'Connor,hotel,,hotel,,45.412934,-75.691026,377,O'Connor Street,Ottawa,,377 O'Connor Street,,,,,Sonder,,"{""@id"": ""way/257836421"", ""addr:housenumber"": ""377"", ""addr:street"": ""O'Connor Street"", ""brand"": ""Sonder"", ""brand:wikidata"": ""Q96419376"", ""building"": ""yes"", ""building:colour"": ""beige"", ""building:levels"": ""8"", ""building:material"": ""brick"", ""name"": ""Sonder The O'Connor"", ""tourism"": ""hotel"", ""@geometry"": ""center""}"
way,257904944,Silver Spoon,restaurant,restaurant,,asian,45.3776947,-75.7541679,1775,Carling Avenue,Ottawa,,1775 Carling Avenue,,,,,,City of Ottawa,"{""@id"": ""way/257904944"", ""addr:housenumber"": ""1775"", ""addr:street"": ""Carling Avenue"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""check_date"": ""2022-10-20"", ""cuisine"": ""asian"", ""mapillary"": ""1127510704392016"", ""name"": ""Silver Spoon"", ""source"": ""City of Ottawa"", ""survey:date"": ""2019-04-13"", ""@geometry"": ""center""}"
way,258269797,La Roma Restaurant,restaurant,restaurant,,italian,45.3997768,-75.7092377,430,Preston Street,Ottawa,,430 Preston Street,+1-613-234-8244,https://laromaottawa.com/,,,,,"{""@id"": ""way/258269797"", ""addr:housenumber"": ""430"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""italian"", ""mapillary"": ""481664006385095"", ""name"": ""La Roma Restaurant"", ""phone"": ""+1-613-234-8244"", ""website"": ""https://laromaottawa.com/"", ""@geometry"": ""center""}"
way,258271691,Wandee Thai Cuisine,restaurant,restaurant,,thai,45.4008798,-75.7078014,40,Beech Street,Ottawa,K1S4L8,40 Beech Street,+1 613-237-1641,https://m.wandeethai.com/,"Mo-Su 11:00-14:00,16:00-20:25",,,,"{""@id"": ""way/258271691"", ""addr:housenumber"": ""40"", ""addr:postcode"": ""K1S4L8"", ""addr:street"": ""Beech Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""1"", ""cuisine"": ""thai"", ""name"": ""Wandee Thai Cuisine"", ""opening_hours"": ""Mo-Su 11:00-14:00,16:00-20:25"", ""phone"": ""+1 613-237-1641"", ""website"": ""https://m.wandeethai.com/"", ""@geometry"": ""center""}"
way,258419136,North & Navy,restaurant,restaurant,,italian,45.4167109,-75.6990761,226,Nepean Street,Ottawa,K2P 0B8,226 Nepean Street,,https://northandnavy.com/,,,,,"{""@id"": ""way/258419136"", ""addr:housenumber"": ""226"", ""addr:postcode"": ""K2P 0B8"", ""addr:street"": ""Nepean Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""italian"", ""name"": ""North & Navy"", ""website"": ""https://northandnavy.com/"", ""@geometry"": ""center""}"
way,262721279,East India Company,restaurant,restaurant,,indian,45.325021,-75.8266225,1993,Robertson Road,Ottawa,K2H 5B7,1993 Robertson Road,+1-613-828-8349,,,yes,,City of Ottawa,"{""@id"": ""way/262721279"", ""addr:housenumber"": ""1993"", ""addr:postcode"": ""K2H 5B7"", ""addr:street"": ""Robertson Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""cuisine"": ""indian"", ""mapillary"": ""376928323669463"", ""name"": ""East India Company"", ""phone"": ""+1-613-828-8349"", ""source"": ""City of Ottawa"", ""wheelchair"": ""yes"", ""wikidata"": ""Q19878646"", ""@geometry"": ""center""}"
way,262861747,Anabella's Kitchen & Lounge,restaurant,restaurant,,,45.4041991,-75.7119374,268,Preston Street,Ottawa,,268 Preston Street,,,,,,City of Ottawa,"{""@id"": ""way/262861747"", ""addr:housenumber"": ""268"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""mapillary"": ""1134965506977598"", ""name"": ""Anabella's Kitchen & Lounge"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,262861748,Kochu sushi and korean food,restaurant,restaurant,,asian,45.4042802,-75.7119469,266,Preston Street,Ottawa,,266 Preston Street,,https://www.kochu.ca/,"Mo,We,Th 16:00-21:00; Fr-Sa 12:00-21:00; Su 15:00-21:00",,,City of Ottawa,"{""@id"": ""way/262861748"", ""addr:housenumber"": ""266"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""cuisine"": ""asian"", ""mapillary"": ""893000434878461"", ""name"": ""Kochu sushi and korean food"", ""opening_hours"": ""Mo,We,Th 16:00-21:00; Fr-Sa 12:00-21:00; Su 15:00-21:00"", ""source"": ""City of Ottawa"", ""website"": ""https://www.kochu.ca/"", ""@geometry"": ""center""}"
way,262861749,DreamLand Cafe,restaurant,restaurant,,italian,45.4043301,-75.7120125,262,Preston Street,Ottawa,,262 Preston Street,,,"Tu-Th 17:00-22:00, Fr,Sa 16:00-22:00, Sa 11:30-15:00",,,City of Ottawa,"{""@id"": ""way/262861749"", ""addr:housenumber"": ""262"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""cuisine"": ""italian"", ""diet:vegetarian"": ""yes"", ""mapillary"": ""366920508059535"", ""name"": ""DreamLand Cafe"", ""opening_hours"": ""Tu-Th 17:00-22:00, Fr,Sa 16:00-22:00, Sa 11:30-15:00"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,262861750,Green Papaya,restaurant,restaurant,,thai,45.4044205,-75.7120935,256,Preston Street,Ottawa,,256 Preston Street,,https://www.greenpapaya.ca/,Tu-Su 16:30-21:30,no,,City of Ottawa,"{""@id"": ""way/262861750"", ""addr:housenumber"": ""256"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""check_date"": ""2025-02-22"", ""check_date:diet:vegetarian"": ""2025-02-22"", ""check_date:opening_hours"": ""2024-09-26"", ""cuisine"": ""thai"", ""diet:vegetarian"": ""yes"", ""mapillary"": ""5336035436470596"", ""name"": ""Green Papaya"", ""opening_hours"": ""Tu-Su 16:30-21:30"", ""source"": ""City of Ottawa"", ""website"": ""https://www.greenpapaya.ca/"", ""wheelchair"": ""no"", ""@geometry"": ""center""}"
way,262866731,Giovanni,restaurant,restaurant,,,45.4013491,-75.710186,362,Preston Street,Ottawa,,362 Preston Street,,,,,,City of Ottawa,"{""@id"": ""way/262866731"", ""addr:housenumber"": ""362"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""Giovanni"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,262866732,La Favorita,restaurant,restaurant,,italian,45.4014899,-75.7103915,356,Preston Street,Ottawa,,356 Preston Street,,,,,,City of Ottawa,"{""@id"": ""way/262866732"", ""addr:housenumber"": ""356"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""italian"", ""mapillary"": ""152427906831661"", ""name"": ""La Favorita"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,262866733,Sí Señor Mexican Street Food,restaurant,restaurant,,mexican,45.4015636,-75.7104834,354 A,Preston Street,Ottawa,,354 A Preston Street,,,,,,City of Ottawa,"{""@id"": ""way/262866733"", ""addr:housenumber"": ""354 A"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""mexican"", ""mapillary"": ""3843283029117766"", ""name"": ""Sí Señor Mexican Street Food"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,262901797,Cornerstone,restaurant,restaurant,,,45.429022,-75.6927138,92,Clarence Street,Ottawa,,92 Clarence Street,+1-613-241-6835,,,,,,"{""@id"": ""way/262901797"", ""addr:housenumber"": ""92"", ""addr:street"": ""Clarence Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name"": ""Cornerstone"", ""phone"": ""+1-613-241-6835"", ""@geometry"": ""center""}"
way,264223328,Delta City Centre,hotel,,hotel,,45.4186315,-75.704289,101,Lyon Street North,Ottawa,,101 Lyon Street North,,https://www.marriott.com/hotels/travel/yowdm-delta-hotels-ottawa-city-centre/,,,Delta Hotels,,"{""@id"": ""way/264223328"", ""addr:housenumber"": ""101"", ""addr:street"": ""Lyon Street North"", ""brand"": ""Delta Hotels"", ""brand:wikidata"": ""Q5254663"", ""brand:wikipedia"": ""en:Delta Hotels"", ""building:levels"": ""25"", ""building:part"": ""yes"", ""check_date"": ""2024-04-02"", ""name"": ""Delta City Centre"", ""operator"": ""bcIMC"", ""tourism"": ""hotel"", ""website"": ""https://www.marriott.com/hotels/travel/yowdm-delta-hotels-ottawa-city-centre/"", ""@geometry"": ""center""}"
way,264399747,Riviera,restaurant,restaurant,,,45.4230687,-75.6963285,62,Sparks Street,Ottawa,,62 Sparks Street,,https://dineriviera.com/,,yes,,City of Ottawa,"{""@id"": ""way/264399747"", ""addr:housenumber"": ""62"", ""addr:street"": ""Sparks Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""check_date"": ""2024-06-16"", ""name"": ""Riviera"", ""source"": ""City of Ottawa"", ""website"": ""https://dineriviera.com/"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}"
way,270213045,Green Papaya,restaurant,restaurant,,thai,45.3622192,-75.7370145,1374,Baseline Road,Ottawa,,1374 Baseline Road,,,,,,City of Ottawa,"{""@id"": ""way/270213045"", ""addr:housenumber"": ""1374"", ""addr:street"": ""Baseline Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""thai"", ""name"": ""Green Papaya"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,275479191,Spicy Ho Ho,restaurant,restaurant,,regional;chinese,45.3723014,-75.6646182,1792,Bank Street,Ottawa,,1792 Bank Street,+16135213369,,,,,,"{""@id"": ""way/275479191"", ""addr:housenumber"": ""1792"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""2"", ""cuisine"": ""regional;chinese"", ""name"": ""Spicy Ho Ho"", ""phone"": ""+16135213369"", ""@geometry"": ""center""}"
way,286940851,Ng's Cuisine,restaurant,restaurant,,chinese,45.3581638,-75.7365513,1499,Merivale Road,Ottawa,K2E 5P3,1499 Merivale Road,+1-613-228-8818,https://ngscuisine.ca/,,,,City of Ottawa,"{""@id"": ""way/286940851"", ""addr:housenumber"": ""1499"", ""addr:postcode"": ""K2E 5P3"", ""addr:street"": ""Merivale Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:levels"": ""1"", ""cuisine"": ""chinese"", ""name"": ""Ng's Cuisine"", ""phone"": ""+1-613-228-8818"", ""source"": ""City of Ottawa"", ""website"": ""https://ngscuisine.ca/"", ""@geometry"": ""center""}"
way,292813447,McGee's Inn,guest_house,,guest_house,,45.428389,-75.6834005,185,Daly Avenue,Ottawa,,185 Daly Avenue,,,,,,City of Ottawa,"{""@id"": ""way/292813447"", ""addr:housenumber"": ""185"", ""addr:street"": ""Daly Avenue"", ""building"": ""hotel"", ""building:levels"": ""3"", ""name"": ""McGee's Inn"", ""source"": ""City of Ottawa"", ""tourism"": ""guest_house"", ""wikidata"": ""Q111392192"", ""@geometry"": ""center""}"
node,293294911,Chantal's Hot Fries,restaurant,restaurant,,,45.2696561,-75.5930326,,,Ottawa,,,,,,,,,"{""@id"": ""node/293294911"", ""air_conditioning"": ""no"", ""amenity"": ""restaurant"", ""created_by"": ""Potlatch 0.10b"", ""name"": ""Chantal's Hot Fries""}"
way,294777461,Alirang,restaurant,restaurant,,korean,45.3594884,-75.7354725,1485,Merivale Road,Ottawa,K2E 5P3,1485 Merivale Road,,,,,,City of Ottawa,"{""@id"": ""way/294777461"", ""addr:housenumber"": ""1485"", ""addr:postcode"": ""K2E 5P3"", ""addr:street"": ""Merivale Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""korean"", ""name"": ""Alirang"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,295413533,Isabella Pizzeria,restaurant,restaurant,,pizza,45.4098375,-75.6882315,118,Isabella Street,Ottawa,,118 Isabella Street,+1-613-565-0200,,,,,City of Ottawa,"{""@id"": ""way/295413533"", ""addr:housenumber"": ""118"", ""addr:street"": ""Isabella Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:colour"": ""red"", ""building:levels"": ""1"", ""building:material"": ""siding"", ""cuisine"": ""pizza"", ""delivery"": ""yes"", ""mapillary"": ""1126345754507791"", ""name"": ""Isabella Pizzeria"", ""phone"": ""+1-613-565-0200"", ""source"": ""City of Ottawa"", ""takeaway"": ""yes"", ""@geometry"": ""center""}"
way,298460056,Margarita,restaurant,restaurant,,mexican,45.4006665,-75.6866785,895,Bank Street,Ottawa,K1S 3W4,895 Bank Street,,,,,,City of Ottawa,"{""@id"": ""way/298460056"", ""addr:housenumber"": ""895"", ""addr:postcode"": ""K1S 3W4"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:levels"": ""1"", ""cuisine"": ""mexican"", ""name"": ""Margarita"", ""outdoor_seating"": ""yes"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,303113273,The Jolly Taxpayer,restaurant,restaurant,,,45.2844383,-75.7244685,3050,Woodroffe Avenue,Ottawa,K2J 4G3,3050 Woodroffe Avenue,+1-613-825-1122,https://jollytaxpayer.ca/,,,,City of Ottawa;local knowledge,"{""@id"": ""way/303113273"", ""addr:housenumber"": ""3050"", ""addr:postcode"": ""K2J 4G3"", ""addr:street"": ""Woodroffe Avenue"", ""addr:unit"": ""7"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:start_date"": ""2002..2005"", ""name"": ""The Jolly Taxpayer"", ""phone"": ""+1-613-825-1122"", ""source"": ""City of Ottawa;local knowledge"", ""website"": ""https://jollytaxpayer.ca/"", ""@geometry"": ""center""}"
way,305083016,Rotel,motel,,motel,,45.4012308,-75.6543618,411,Smyth Road,Ottawa,,411 Smyth Road,,,,,,City of Ottawa,"{""@id"": ""way/305083016"", ""addr:housenumber"": ""411"", ""addr:street"": ""Smyth Road"", ""building"": ""hotel"", ""name"": ""Rotel"", ""source"": ""City of Ottawa"", ""tourism"": ""motel"", ""@geometry"": ""center""}"
way,305804889,Host Indian Cuisine,restaurant,restaurant,,indian,45.442403,-75.641744,622,Montréal Road,Ottawa,,622 Montréal Road,,,,,,City of Ottawa,"{""@id"": ""way/305804889"", ""addr:housenumber"": ""622"", ""addr:street"": ""Montréal Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:colour"": ""white"", ""building:levels"": ""2"", ""cuisine"": ""indian"", ""name"": ""Host Indian Cuisine"", ""roof:colour"": ""red"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,305805011,Swiss Chalet,restaurant,restaurant,,chicken,45.4408854,-75.6454387,540,Montréal Road,Ottawa,,540 Montréal Road,+1-613-746-1777,,Mo-Sa 11:00-22:00; Su 11:00-21:30,,Swiss Chalet,,"{""@id"": ""way/305805011"", ""addr:housenumber"": ""540"", ""addr:street"": ""Montréal Road"", ""amenity"": ""restaurant"", ""brand"": ""Swiss Chalet"", ""brand:wikidata"": ""Q2372909"", ""brand:wikipedia"": ""en:Swiss Chalet"", ""building"": ""retail"", ""cuisine"": ""chicken"", ""name"": ""Swiss Chalet"", ""opening_hours"": ""Mo-Sa 11:00-22:00; Su 11:00-21:30"", ""operator"": ""Cara"", ""phone"": ""+1-613-746-1777"", ""@geometry"": ""center""}"
way,305807052,ByWard Blue Inn,hotel,,hotel,,45.4302395,-75.6907783,157,Clarence Street,Ottawa,,157 Clarence Street,+1 800-620-8810,www.bywardblueinn.com,,,,City of Ottawa,"{""@id"": ""way/305807052"", ""addr:housenumber"": ""157"", ""addr:street"": ""Clarence Street"", ""building"": ""hotel"", ""building:levels"": ""3"", ""email"": ""frontdesk@bywardblue.com"", ""name"": ""ByWard Blue Inn"", ""phone"": ""+1 800-620-8810"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""website"": ""www.bywardblueinn.com"", ""wikidata"": ""Q111231485"", ""@geometry"": ""center""}"
way,310454236,Signatures,restaurant,restaurant,,french,45.429169,-75.6747135,453,Laurier Avenue East,Ottawa,K1N 6R4,453 Laurier Avenue East,+1-613-236-2499,https://www.signaturesrestaurant.com/,,,,City of Ottawa,"{""@id"": ""way/310454236"", ""addr:housenumber"": ""453"", ""addr:postcode"": ""K1N 6R4"", ""addr:street"": ""Laurier Avenue East"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""cuisine"": ""french"", ""email"": ""contact@bistroatsignatures.com"", ""name"": ""Signatures"", ""phone"": ""+1-613-236-2499"", ""price"": ""CAD 30 main courses"", ""source"": ""City of Ottawa"", ""website"": ""https://www.signaturesrestaurant.com/"", ""@geometry"": ""center""}"
way,312872835,ChiChi Restaurant & Bar,restaurant,restaurant,,,45.4381175,-75.6567415,339,Montréal Road,Ottawa,,339 Montréal Road,,,,,,City of Ottawa,"{""@id"": ""way/312872835"", ""addr:housenumber"": ""339"", ""addr:street"": ""Montréal Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""ChiChi Restaurant & Bar"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,312879791,Mamma Teresa,restaurant,restaurant,,italian,45.416096,-75.693947,298,Somerset Street West,Ottawa,,298 Somerset Street West,,,,,,City of Ottawa,"{""@id"": ""way/312879791"", ""addr:housenumber"": ""298"", ""addr:street"": ""Somerset Street West"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""cuisine"": ""italian"", ""mapillary"": ""474137770561498"", ""name"": ""Mamma Teresa"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,315013392,Concorde Motel,motel,,motel,,45.4382265,-75.6575245,333,Montréal Road,Ottawa,,333 Montréal Road,,,,,,City of Ottawa,"{""@id"": ""way/315013392"", ""addr:housenumber"": ""333"", ""addr:street"": ""Montréal Road"", ""building"": ""commercial"", ""name"": ""Concorde Motel"", ""source"": ""City of Ottawa"", ""tourism"": ""motel"", ""@geometry"": ""center""}"
way,315539803,Mumbai Masala Grill,restaurant,restaurant,,indian,45.4674912,-75.5338302,2181,St. Joseph Boulevard,Ottawa,,2181 St. Joseph Boulevard,,,,,,City of Ottawa,"{""@id"": ""way/315539803"", ""addr:housenumber"": ""2181"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""indian"", ""name"": ""Mumbai Masala Grill"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,315560681,Greely Hot Pizzeria,restaurant,restaurant,,,45.2653566,-75.5621583,1341,Meadow Drive,Ottawa,K4P 1N3,1341 Meadow Drive,,,,,,City of Ottawa,"{""@id"": ""way/315560681"", ""addr:housenumber"": ""1341"", ""addr:postcode"": ""K4P 1N3"", ""addr:street"": ""Meadow Drive"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""name"": ""Greely Hot Pizzeria"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,319189955,Residence Inn,hotel,,hotel,,45.3692078,-75.6653577,1172,Walkley Road,Ottawa,,1172 Walkley Road,,,,,Residence Inn,,"{""@id"": ""way/319189955"", ""addr:housenumber"": ""1172"", ""addr:street"": ""Walkley Road"", ""alt_name"": ""Residence Inn Ottawa Airport"", ""brand"": ""Residence Inn"", ""brand:wikidata"": ""Q7315394"", ""brand:wikipedia"": ""en:Residence Inn by Marriott"", ""building"": ""hotel"", ""building:levels"": ""5"", ""name"": ""Residence Inn"", ""official_name"": ""Residence Inn by Marriott"", ""operator"": ""Marriott"", ""survey:date"": ""2012-11-14"", ""tourism"": ""hotel"", ""@geometry"": ""center""}"
way,319811085,Safari Grill,restaurant,restaurant,,african,45.4320675,-75.6891452,360,St. Patrick Street,Ottawa,,360 St. Patrick Street,+1 613-252-8577,https://safarigrill-restaurant.com/,,,,,"{""@id"": ""way/319811085"", ""addr:housenumber"": ""360"", ""addr:street"": ""St. Patrick Street"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""1"", ""cuisine"": ""african"", ""name"": ""Safari Grill"", ""phone"": ""+1 613-252-8577"", ""website"": ""https://safarigrill-restaurant.com/"", ""@geometry"": ""center""}"
way,319963370,Shifa Restaurant,restaurant,restaurant,,,45.352795,-75.777875,1115,Cobden Road,Ottawa,,1115 Cobden Road,,,,,,City of Ottawa,"{""@id"": ""way/319963370"", ""addr:housenumber"": ""1115"", ""addr:street"": ""Cobden Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""name"": ""Shifa Restaurant"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,320898322,Golden BBQ Grill,restaurant,restaurant,,chinese,45.426832,-75.6394309,1060,St-Laurent Boulevard,Ottawa,,1060 St-Laurent Boulevard,,,,,,City of Ottawa,"{""@id"": ""way/320898322"", ""addr:housenumber"": ""1060"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""chinese"", ""name"": ""Golden BBQ Grill"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,320898350,Boston Pizza,restaurant,restaurant,,pizza,45.4270421,-75.6384118,1055,St-Laurent Boulevard,Ottawa,K1K 3B1,1055 St-Laurent Boulevard,,,Mo-Sa 11:00-01:00; Su 11:00-00:00,,Boston Pizza,,"{""@id"": ""way/320898350"", ""addr:housenumber"": ""1055"", ""addr:postcode"": ""K1K 3B1"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""brand"": ""Boston Pizza"", ""brand:wikidata"": ""Q894578"", ""brand:wikipedia"": ""en:Boston Pizza"", ""building"": ""retail"", ""building:colour"": ""grey"", ""building:levels"": ""1"", ""building:material"": ""stucco"", ""cuisine"": ""pizza"", ""name"": ""Boston Pizza"", ""opening_hours"": ""Mo-Sa 11:00-01:00; Su 11:00-00:00"", ""@geometry"": ""center""}"
way,321072596,Golden Bowl,restaurant,restaurant,,chinese,45.418063,-75.6105485,1598,Cyrville Road,Ottawa,,1598 Cyrville Road,,,,,,City of Ottawa,"{""@id"": ""way/321072596"", ""addr:housenumber"": ""1598"", ""addr:street"": ""Cyrville Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""chinese"", ""name"": ""Golden Bowl"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
