osm_type,osm_id,name,place_type,amenity,tourism,cuisine,lat,lon,addr_housenumber,addr_street,addr_city,addr_postcode,address,phone,website,opening_hours,wheelchair,brand,source,tags_json,address_clean,dist_to_center_km,text,eval_label,google_rating,google_user_rating_count,rating_source,cuisine_original,cuisine_source_url,cuisine_enrichment_confidence,cuisine_enrichment_method,cuisine_updated
way,621820151,The Chopped Leaf,restaurant,restaurant,Unknown,salad,45.4129947,-75.6453682,140,Trainyards Drive,Ottawa,Unknown,140 Trainyards Drive,,,,Unknown,The Chopped Leaf,Bing,"{""@id"": ""way/621820151"", ""addr:housenumber"": ""140"", ""addr:street"": ""Trainyards Drive"", ""addr:unit"": ""3"", ""amenity"": ""restaurant"", ""brand"": ""The Chopped Leaf"", ""brand:wikidata"": ""Q116904982"", ""building"": ""retail"", ""cuisine"": ""salad"", ""name"": ""The Chopped Leaf"", ""source"": ""Bing"", ""@geometry"": ""center""}","140 Trainyards Drive, Ottawa Unknown",4.1546511530972,"The Chopped Leaf restaurant salad 140 Trainyards Drive, Ottawa Unknown {""@id"": ""way/621820151"", ""addr:housenumber"": ""140"", ""addr:street"": ""Trainyards Drive"", ""addr:unit"": ""3"", ""amenity"": ""restaurant"", ""brand"": ""The Chopped Leaf"", ""brand:wikidata"": ""Q116904982"", ""building"": ""retail"", ""cuisine"": ""salad"", ""name"": ""The Chopped Leaf"", ""source"": ""Bing"", ""@geometry"": ""center""}",salad,,,,salad,,,,False
way,621820164,Roger's Italian Bistro,restaurant,restaurant,Unknown,italian,45.4146729,-75.6482808,500,Terminal Avenue,Ottawa,K1G 0Z3,500 Terminal Avenue,+1-613-731-2485,https://www.rogersitalianbistro.com,,Unknown,Unknown,Bing,"{""@id"": ""way/621820164"", ""addr:housenumber"": ""500"", ""addr:postcode"": ""K1G 0Z3"", ""addr:street"": ""Terminal Avenue"", ""addr:unit"": ""A2"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""italian"", ""name"": ""Roger's Italian Bistro"", ""phone"": ""+1-613-731-2485"", ""source"": ""Bing"", ""website"": ""https://www.rogersitalianbistro.com"", ""@geometry"": ""center""}","500 Terminal Avenue, Ottawa K1G 0Z3",3.892920896292009,"Roger's Italian Bistro restaurant italian 500 Terminal Avenue, Ottawa K1G 0Z3 {""@id"": ""way/621820164"", ""addr:housenumber"": ""500"", ""addr:postcode"": ""K1G 0Z3"", ""addr:street"": ""Terminal Avenue"", ""addr:unit"": ""A2"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""italian"", ""name"": ""Roger's Italian Bistro"", ""phone"": ""+1-613-731-2485"", ""source"": ""Bing"", ""website"": ""https://www.rogersitalianbistro.com"", ""@geometry"": ""center""}",italian,,,,italian,,,,False
way,622453054,Chez Lam,restaurant,restaurant,Unknown,vietnamese,45.2962321,-75.8895474,484,Hazeldean Road,Ottawa,Unknown,484 Hazeldean Road,,,,Unknown,Unknown,Bing,"{""@id"": ""way/622453054"", ""addr:housenumber"": ""484"", ""addr:street"": ""Hazeldean Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""vietnamese"", ""name"": ""Chez Lam"", ""source"": ""Bing"", ""start_date"": ""2002..2005"", ""@geometry"": ""center""}","484 Hazeldean Road, Ottawa Unknown",20.49097910753225,"Chez Lam restaurant vietnamese 484 Hazeldean Road, Ottawa Unknown {""@id"": ""way/622453054"", ""addr:housenumber"": ""484"", ""addr:street"": ""Hazeldean Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""vietnamese"", ""name"": ""Chez Lam"", ""source"": ""Bing"", ""start_date"": ""2002..2005"", ""@geometry"": ""center""}",vietnamese,,,,vietnamese,,,,False
way,622453060,strEATS Kanata,restaurant,restaurant,Unknown,fish,45.2960822,-75.889787,484,Hazeldean Road,Ottawa,Unknown,484 Hazeldean Road,,,,Unknown,Unknown,Bing,"{""@id"": ""way/622453060"", ""addr:housenumber"": ""484"", ""addr:street"": ""Hazeldean Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""fish"", ""name"": ""strEATS Kanata"", ""source"": ""Bing"", ""start_date"": ""2002..2005"", ""@geometry"": ""center""}","484 Hazeldean Road, Ottawa Unknown",20.51605433269168,"strEATS Kanata restaurant fish 484 Hazeldean Road, Ottawa Unknown {""@id"": ""way/622453060"", ""addr:housenumber"": ""484"", ""addr:street"": ""Hazeldean Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""fish"", ""name"": ""strEATS Kanata"", ""source"": ""Bing"", ""start_date"": ""2002..2005"", ""@geometry"": ""center""}",fish,,,,fish,,,,False
way,622453061,Kuma Takumi,restaurant,restaurant,Unknown,japanese,45.2960333,-75.8898664,484,Hazeldean Road,kanata,K2L 1V4,484 Hazeldean Road,+16137966866,https://www.kumatakumi.com/,,Unknown,Unknown,Bing,"{""@id"": ""way/622453061"", ""addr:city"": ""kanata"", ""addr:housenumber"": ""484"", ""addr:postcode"": ""K2L 1V4"", ""addr:province"": ""ON"", ""addr:street"": ""Hazeldean Road"", ""addr:unit"": ""6A"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""japanese"", ""name"": ""Kuma Takumi"", ""phone"": ""+16137966866"", ""source"": ""Bing"", ""start_date"": ""2025"", ""website"": ""https://www.kumatakumi.com/"", ""@geometry"": ""center""}","484 Hazeldean Road, kanata K2L 1V4",20.524305282036423,"Kuma Takumi restaurant japanese 484 Hazeldean Road, kanata K2L 1V4 {""@id"": ""way/622453061"", ""addr:city"": ""kanata"", ""addr:housenumber"": ""484"", ""addr:postcode"": ""K2L 1V4"", ""addr:province"": ""ON"", ""addr:street"": ""Hazeldean Road"", ""addr:unit"": ""6A"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""japanese"", ""name"": ""Kuma Takumi"", ""phone"": ""+16137966866"", ""source"": ""Bing"", ""start_date"": ""2025"", ""website"": ""https://www.kumatakumi.com/"", ""@geometry"": ""center""}",japanese,,,,japanese,,,,False
way,622453064,Rockin' Johnny's Diner,restaurant,restaurant,Unknown,diner;breakfast,45.2964315,-75.8892246,484,Hazeldean Road,Ottawa,Unknown,484 Hazeldean Road,,,,Unknown,Unknown,Bing,"{""@id"": ""way/622453064"", ""addr:housenumber"": ""484"", ""addr:street"": ""Hazeldean Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""name"": ""Rockin' Johnny's Diner"", ""source"": ""Bing"", ""start_date"": ""2002..2005"", ""@geometry"": ""center""}","484 Hazeldean Road, Ottawa Unknown",20.45738986374734,"Rockin' Johnny's Diner restaurant Unknown 484 Hazeldean Road, Ottawa Unknown {""@id"": ""way/622453064"", ""addr:housenumber"": ""484"", ""addr:street"": ""Hazeldean Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""name"": ""Rockin' Johnny's Diner"", ""source"": ""Bing"", ""start_date"": ""2002..2005"", ""@geometry"": ""center""}",Unknown,,,,Unknown,https://rockinjohnnysdiner.com/,high,web_research,True
way,628364465,Holiday Inn Express & Suites Downtown Ottawa East,hotel,Unknown,hotel,Unknown,45.4325118,-75.6882992,235,King Edward Avenue,Ottawa,Unknown,235 King Edward Avenue,,,,Unknown,Holiday Inn Express & Suites,,"{""@id"": ""way/628364465"", ""addr:housenumber"": ""235"", ""addr:street"": ""King Edward Avenue"", ""brand"": ""Holiday Inn Express & Suites"", ""brand:wikidata"": ""Q5880423"", ""brand:wikipedia"": ""en:Holiday Inn Express"", ""building"": ""commercial"", ""building:levels"": ""9"", ""name"": ""Holiday Inn Express & Suites Downtown Ottawa East"", ""tourism"": ""hotel"", ""@geometry"": ""center""}","235 King Edward Avenue, Ottawa Unknown",1.407753460321709,"Holiday Inn Express & Suites Downtown Ottawa East hotel Unknown 235 King Edward Avenue, Ottawa Unknown {""@id"": ""way/628364465"", ""addr:housenumber"": ""235"", ""addr:street"": ""King Edward Avenue"", ""brand"": ""Holiday Inn Express & Suites"", ""brand:wikidata"": ""Q5880423"", ""brand:wikipedia"": ""en:Holiday Inn Express"", ""building"": ""commercial"", ""building:levels"": ""9"", ""name"": ""Holiday Inn Express & Suites Downtown Ottawa East"", ""tourism"": ""hotel"", ""@geometry"": ""center""}",hotel,,,,Unknown,,,,False
way,630053624,Olitos Café,restaurant,restaurant,Unknown,Unknown,45.4317458,-75.5654058,110,Bearbrook Road,Ottawa,Unknown,110 Bearbrook Road,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/630053624"", ""addr:housenumber"": ""110"", ""addr:street"": ""Bearbrook Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""Olitos Café"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","110 Bearbrook Road, Ottawa Unknown",10.34800105541005,"Olitos Café restaurant Unknown 110 Bearbrook Road, Ottawa Unknown {""@id"": ""way/630053624"", ""addr:housenumber"": ""110"", ""addr:street"": ""Bearbrook Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""Olitos Café"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",Unknown,,,,Unknown,,,,False
way,631327662,Rayan,restaurant,restaurant,Unknown,seafood,45.4580785,-75.4934535,2020,Lanthier Drive,Ottawa,Unknown,2020 Lanthier Drive,,,,Unknown,Unknown,,"{""@id"": ""way/631327662"", ""addr:housenumber"": ""2020"", ""addr:street"": ""Lanthier Drive"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""seafood"", ""name"": ""Rayan"", ""@geometry"": ""center""}","2020 Lanthier Drive, Ottawa Unknown",16.408567077287152,"Rayan restaurant seafood 2020 Lanthier Drive, Ottawa Unknown {""@id"": ""way/631327662"", ""addr:housenumber"": ""2020"", ""addr:street"": ""Lanthier Drive"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""seafood"", ""name"": ""Rayan"", ""@geometry"": ""center""}",seafood,,,,seafood,,,,False
way,633081406,Mandarin,restaurant,restaurant,Unknown,chinese,45.313807,-75.8961436,150B,Katimavik Road,Ottawa,Unknown,150B Katimavik Road,,https://www.mandarinrestaurant.com/,,Unknown,Unknown,,"{""@id"": ""way/633081406"", ""addr:housenumber"": ""150B"", ""addr:street"": ""Katimavik Road"", ""amenity"": ""restaurant"", ""brand:wikidata"": ""Q6747864"", ""brand:wikipedia"": ""en:Mandarin Restaurant"", ""building"": ""retail"", ""cuisine"": ""chinese"", ""name"": ""Mandarin"", ""website"": ""https://www.mandarinrestaurant.com/"", ""@geometry"": ""center""}","150B Katimavik Road, Ottawa Unknown",19.619861157981944,"Mandarin restaurant chinese 150B Katimavik Road, Ottawa Unknown {""@id"": ""way/633081406"", ""addr:housenumber"": ""150B"", ""addr:street"": ""Katimavik Road"", ""amenity"": ""restaurant"", ""brand:wikidata"": ""Q6747864"", ""brand:wikipedia"": ""en:Mandarin Restaurant"", ""building"": ""retail"", ""cuisine"": ""chinese"", ""name"": ""Mandarin"", ""website"": ""https://www.mandarinrestaurant.com/"", ""@geometry"": ""center""}",chinese,,,,chinese,,,,False
way,640344333,Harbin Restaurant,restaurant,restaurant,Unknown,chinese,45.3475023,-75.9236873,591,March Road,Ottawa,Unknown,591 March Road,,,,Unknown,Unknown,,"{""@id"": ""way/640344333"", ""addr:housenumber"": ""591"", ""addr:street"": ""March Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""1"", ""cuisine"": ""chinese"", ""name"": ""Harbin Restaurant"", ""start_date"": ""1976..1991"", ""@geometry"": ""center""}","591 March Road, Ottawa Unknown",19.50818139836809,"Harbin Restaurant restaurant chinese 591 March Road, Ottawa Unknown {""@id"": ""way/640344333"", ""addr:housenumber"": ""591"", ""addr:street"": ""March Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""1"", ""cuisine"": ""chinese"", ""name"": ""Harbin Restaurant"", ""start_date"": ""1976..1991"", ""@geometry"": ""center""}",chinese,,,,chinese,,,,False
way,640355005,Lucky Dragon Chinese Restaurant,restaurant,restaurant,Unknown,chinese,45.3584975,-75.9349354,854,March Road,Ottawa,Unknown,854 March Road,,,,Unknown,Unknown,,"{""@id"": ""way/640355005"", ""addr:housenumber"": ""854"", ""addr:street"": ""March Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""chinese"", ""name"": ""Lucky Dragon Chinese Restaurant"", ""start_date"": ""2009..2011"", ""@geometry"": ""center""}","854 March Road, Ottawa Unknown",19.842500195981646,"Lucky Dragon Chinese Restaurant restaurant chinese 854 March Road, Ottawa Unknown {""@id"": ""way/640355005"", ""addr:housenumber"": ""854"", ""addr:street"": ""March Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""chinese"", ""name"": ""Lucky Dragon Chinese Restaurant"", ""start_date"": ""2009..2011"", ""@geometry"": ""center""}",chinese,,,,chinese,,,,False
way,640355006,Poco Pazzo,restaurant,restaurant,Unknown,italian,45.3584229,-75.9348417,854,March Road,Ottawa,Unknown,854 March Road,,,,Unknown,Unknown,,"{""@id"": ""way/640355006"", ""addr:housenumber"": ""854"", ""addr:street"": ""March Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""italian"", ""name"": ""Poco Pazzo"", ""start_date"": ""2009..2011"", ""@geometry"": ""center""}","854 March Road, Ottawa Unknown",19.838597219552216,"Poco Pazzo restaurant italian 854 March Road, Ottawa Unknown {""@id"": ""way/640355006"", ""addr:housenumber"": ""854"", ""addr:street"": ""March Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""italian"", ""name"": ""Poco Pazzo"", ""start_date"": ""2009..2011"", ""@geometry"": ""center""}",italian,,,,italian,,,,False
way,640355008,Shawarma House,restaurant,restaurant,Unknown,lebanese,45.3573562,-75.9334614,836,March Road,Ottawa,Unknown,836 March Road,,,,Unknown,Unknown,,"{""@id"": ""way/640355008"", ""addr:housenumber"": ""836"", ""addr:street"": ""March Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""lebanese"", ""ele"": ""1"", ""name"": ""Shawarma House"", ""start_date"": ""2009..2011"", ""@geometry"": ""center""}","836 March Road, Ottawa Unknown",19.780429854108508,"Shawarma House restaurant lebanese 836 March Road, Ottawa Unknown {""@id"": ""way/640355008"", ""addr:housenumber"": ""836"", ""addr:street"": ""March Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""lebanese"", ""ele"": ""1"", ""name"": ""Shawarma House"", ""start_date"": ""2009..2011"", ""@geometry"": ""center""}",lebanese,,,,lebanese,,,,False
way,651533594,Joey,restaurant,restaurant,Unknown,regional,45.4263803,-75.6906527,50,Rideau Street,Ottawa,Unknown,50 Rideau Street,+1 613-680-5639,https://joeyrestaurants.com/location/joey-rideau,"Mo-Th, Su 11:00-00:00; Fr, Sa 11:00-01:00",yes,Joey,,"{""@id"": ""way/651533594"", ""addr:housenumber"": ""50"", ""addr:street"": ""Rideau Street"", ""air_conditioning"": ""yes"", ""amenity"": ""restaurant"", ""branch"": ""Rideau"", ""brand"": ""Joey"", ""brand:wikidata"": ""Q24191943"", ""cuisine"": ""regional"", ""diet:vegetarian"": ""yes"", ""indoor"": ""room"", ""level"": ""0"", ""name"": ""Joey"", ""opening_hours"": ""Mo-Th, Su 11:00-00:00; Fr, Sa 11:00-01:00"", ""phone"": ""+1 613-680-5639"", ""website"": ""https://joeyrestaurants.com/location/joey-rideau"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}","50 Rideau Street, Ottawa Unknown",0.7453687791678374,"Joey restaurant regional 50 Rideau Street, Ottawa Unknown {""@id"": ""way/651533594"", ""addr:housenumber"": ""50"", ""addr:street"": ""Rideau Street"", ""air_conditioning"": ""yes"", ""amenity"": ""restaurant"", ""branch"": ""Rideau"", ""brand"": ""Joey"", ""brand:wikidata"": ""Q24191943"", ""cuisine"": ""regional"", ""diet:vegetarian"": ""yes"", ""indoor"": ""room"", ""level"": ""0"", ""name"": ""Joey"", ""opening_hours"": ""Mo-Th, Su 11:00-00:00; Fr, Sa 11:00-01:00"", ""phone"": ""+1 613-680-5639"", ""website"": ""https://joeyrestaurants.com/location/joey-rideau"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}",regional,,,,regional,,,,False
way,651630090,Bento Sushi,restaurant,restaurant,Unknown,sushi,45.4255519,-75.691149,50,Rideau Street,Ottawa,Unknown,50 Rideau Street,,,,Unknown,Bento Sushi,,"{""@id"": ""way/651630090"", ""addr:housenumber"": ""50"", ""addr:street"": ""Rideau Street"", ""amenity"": ""restaurant"", ""brand"": ""Bento Sushi"", ""brand:wikidata"": ""Q134445293"", ""cuisine"": ""sushi"", ""indoor"": ""room"", ""level"": ""0"", ""name"": ""Bento Sushi"", ""@geometry"": ""center""}","50 Rideau Street, Ottawa Unknown",0.6526919766693733,"Bento Sushi restaurant sushi 50 Rideau Street, Ottawa Unknown {""@id"": ""way/651630090"", ""addr:housenumber"": ""50"", ""addr:street"": ""Rideau Street"", ""amenity"": ""restaurant"", ""brand"": ""Bento Sushi"", ""brand:wikidata"": ""Q134445293"", ""cuisine"": ""sushi"", ""indoor"": ""room"", ""level"": ""0"", ""name"": ""Bento Sushi"", ""@geometry"": ""center""}",sushi,,,,sushi,,,,False
way,654088006,St. Louis Bar & Grill,restaurant,restaurant,Unknown,chicken,45.3443785,-75.9314755,5035,Innovation Drive,Ottawa,Unknown,5035 Innovation Drive,,,,Unknown,St. Louis Bar & Grill,,"{""@id"": ""way/654088006"", ""addr:housenumber"": ""5035"", ""addr:street"": ""Innovation Drive"", ""addr:unit"": ""100"", ""amenity"": ""restaurant"", ""brand"": ""St. Louis Bar & Grill"", ""brand:wikidata"": ""Q65567668"", ""building"": ""retail"", ""cuisine"": ""chicken"", ""name"": ""St. Louis Bar & Grill"", ""@geometry"": ""center""}","5035 Innovation Drive, Ottawa Unknown",20.206715537955013,"St. Louis Bar & Grill restaurant chicken 5035 Innovation Drive, Ottawa Unknown {""@id"": ""way/654088006"", ""addr:housenumber"": ""5035"", ""addr:street"": ""Innovation Drive"", ""addr:unit"": ""100"", ""amenity"": ""restaurant"", ""brand"": ""St. Louis Bar & Grill"", ""brand:wikidata"": ""Q65567668"", ""building"": ""retail"", ""cuisine"": ""chicken"", ""name"": ""St. Louis Bar & Grill"", ""@geometry"": ""center""}",chicken,,,,chicken,,,,False
way,654118381,Rockin' Johnny's,restaurant,restaurant,Unknown,diner,45.3868168,-75.7352249,1309,Carling Avenue,Ottawa,Unknown,1309 Carling Avenue,,,We-Sa 07:30-19:00; Su 08:00-16:00; Mo 07:30-16:00; Tu 07:30-18:00,yes,Unknown,,"{""@id"": ""way/654118381"", ""addr:housenumber"": ""1309"", ""addr:street"": ""Carling Avenue"", ""amenity"": ""restaurant"", ""check_date"": ""2024-01-10"", ""cuisine"": ""diner"", ""indoor"": ""room"", ""level"": ""0"", ""name"": ""Rockin' Johnny's"", ""opening_hours"": ""We-Sa 07:30-19:00; Su 08:00-16:00; Mo 07:30-16:00; Tu 07:30-18:00"", ""outdoor_seating"": ""no"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}","1309 Carling Avenue, Ottawa Unknown",4.866822874696651,"Rockin' Johnny's restaurant diner 1309 Carling Avenue, Ottawa Unknown {""@id"": ""way/654118381"", ""addr:housenumber"": ""1309"", ""addr:street"": ""Carling Avenue"", ""amenity"": ""restaurant"", ""check_date"": ""2024-01-10"", ""cuisine"": ""diner"", ""indoor"": ""room"", ""level"": ""0"", ""name"": ""Rockin' Johnny's"", ""opening_hours"": ""We-Sa 07:30-19:00; Su 08:00-16:00; Mo 07:30-16:00; Tu 07:30-18:00"", ""outdoor_seating"": ""no"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}",diner,,,,diner,,,,False
way,654750515,Wild Wing,restaurant,restaurant,Unknown,chicken,45.2861219,-75.8682679,700,Eagleson Road,Ottawa,Unknown,700 Eagleson Road,,,,Unknown,Wild Wing,City of Ottawa,"{""@id"": ""way/654750515"", ""addr:housenumber"": ""700"", ""addr:street"": ""Eagleson Road"", ""amenity"": ""restaurant"", ""brand"": ""Wild Wing"", ""brand:wikidata"": ""Q8000869"", ""brand:wikipedia"": ""en:Wild Wing Restaurants"", ""building"": ""retail"", ""cuisine"": ""chicken"", ""name"": ""Wild Wing"", ""source"": ""City of Ottawa"", ""start_date"": ""1976..1991"", ""@geometry"": ""center""}","700 Eagleson Road, Ottawa Unknown",20.131688224887576,"Wild Wing restaurant chicken 700 Eagleson Road, Ottawa Unknown {""@id"": ""way/654750515"", ""addr:housenumber"": ""700"", ""addr:street"": ""Eagleson Road"", ""amenity"": ""restaurant"", ""brand"": ""Wild Wing"", ""brand:wikidata"": ""Q8000869"", ""brand:wikipedia"": ""en:Wild Wing Restaurants"", ""building"": ""retail"", ""cuisine"": ""chicken"", ""name"": ""Wild Wing"", ""source"": ""City of Ottawa"", ""start_date"": ""1976..1991"", ""@geometry"": ""center""}",chicken,,,,chicken,,,,False
way,656819196,Pookie's Thai Restaurant,restaurant,restaurant,Unknown,thai,45.3678934,-75.7742425,2280,Carling Avenue,Ottawa,Unknown,2280 Carling Avenue,,,,Unknown,Unknown,CanVec 6.0 - NRCan,"{""@id"": ""way/656819196"", ""addr:housenumber"": ""2280"", ""addr:street"": ""Carling Avenue"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""1"", ""cuisine"": ""thai"", ""name"": ""Pookie's Thai Restaurant"", ""source"": ""CanVec 6.0 - NRCan"", ""@geometry"": ""center""}","2280 Carling Avenue, Ottawa Unknown",8.468756742243531,"Pookie's Thai Restaurant restaurant thai 2280 Carling Avenue, Ottawa Unknown {""@id"": ""way/656819196"", ""addr:housenumber"": ""2280"", ""addr:street"": ""Carling Avenue"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""1"", ""cuisine"": ""thai"", ""name"": ""Pookie's Thai Restaurant"", ""source"": ""CanVec 6.0 - NRCan"", ""@geometry"": ""center""}",thai,,,,thai,,,,False
way,658477194,Homewood Suites Ottawa Kanata,hotel,Unknown,hotel,Unknown,45.3152959,-75.9031574,900,Great Lakes Avenue,Ottawa,Unknown,900 Great Lakes Avenue,,,,Unknown,Homewood Suites,,"{""@id"": ""way/658477194"", ""addr:housenumber"": ""900"", ""addr:street"": ""Great Lakes Avenue"", ""brand"": ""Homewood Suites"", ""brand:wikidata"": ""Q5890701"", ""brand:wikipedia"": ""en:Homewood Suites by Hilton"", ""building"": ""hotel"", ""building:levels"": ""6"", ""name"": ""Homewood Suites Ottawa Kanata"", ""official_name"": ""Homewood Suites by Hilton"", ""operator"": ""Hilton"", ""start_date"": ""2017..2019"", ""tourism"": ""hotel"", ""@geometry"": ""center""}","900 Great Lakes Avenue, Ottawa Unknown",19.95810089019335,"Homewood Suites Ottawa Kanata hotel Unknown 900 Great Lakes Avenue, Ottawa Unknown {""@id"": ""way/658477194"", ""addr:housenumber"": ""900"", ""addr:street"": ""Great Lakes Avenue"", ""brand"": ""Homewood Suites"", ""brand:wikidata"": ""Q5890701"", ""brand:wikipedia"": ""en:Homewood Suites by Hilton"", ""building"": ""hotel"", ""building:levels"": ""6"", ""name"": ""Homewood Suites Ottawa Kanata"", ""official_name"": ""Homewood Suites by Hilton"", ""operator"": ""Hilton"", ""start_date"": ""2017..2019"", ""tourism"": ""hotel"", ""@geometry"": ""center""}",hotel,,,,Unknown,,,,False
way,659154458,Lone Star Texas Grill,restaurant,restaurant,Unknown,tex-mex,45.3371724,-75.9076936,4048,Carling Avenue,Ottawa,Unknown,4048 Carling Avenue,,,,Unknown,Lone Star Texas Grill,CanVec 6.0 - NRCan,"{""@id"": ""way/659154458"", ""addr:housenumber"": ""4048"", ""addr:street"": ""Carling Avenue"", ""amenity"": ""restaurant"", ""brand"": ""Lone Star Texas Grill"", ""brand:wikidata"": ""Q133255608"", ""building"": ""retail"", ""cuisine"": ""tex-mex"", ""name"": ""Lone Star Texas Grill"", ""source"": ""CanVec 6.0 - NRCan"", ""start_date"": ""before 1976"", ""@geometry"": ""center""}","4048 Carling Avenue, Ottawa Unknown",18.926525160056208,"Lone Star Texas Grill restaurant tex-mex 4048 Carling Avenue, Ottawa Unknown {""@id"": ""way/659154458"", ""addr:housenumber"": ""4048"", ""addr:street"": ""Carling Avenue"", ""amenity"": ""restaurant"", ""brand"": ""Lone Star Texas Grill"", ""brand:wikidata"": ""Q133255608"", ""building"": ""retail"", ""cuisine"": ""tex-mex"", ""name"": ""Lone Star Texas Grill"", ""source"": ""CanVec 6.0 - NRCan"", ""start_date"": ""before 1976"", ""@geometry"": ""center""}",tex-mex,,,,tex-mex,,,,False
way,663541689,House of Mandi,restaurant,restaurant,Unknown,middle_eastern;arabic;yemeni,45.3528271,-75.6511015,1183,Hunt Club Road,Ottawa,Unknown,1183 Hunt Club Road,,,,Unknown,Unknown,,"{""@id"": ""way/663541689"", ""addr:housenumber"": ""1183"", ""addr:street"": ""Hunt Club Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""name"": ""House of Mandi"", ""@geometry"": ""center""}","1183 Hunt Club Road, Ottawa Unknown",8.442136208883024,"House of Mandi restaurant Unknown 1183 Hunt Club Road, Ottawa Unknown {""@id"": ""way/663541689"", ""addr:housenumber"": ""1183"", ""addr:street"": ""Hunt Club Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""name"": ""House of Mandi"", ""@geometry"": ""center""}",Unknown,,,,Unknown,https://www.tripadvisor.com/Restaurant_Review-g155004-d15842891-Reviews-House_of_Mandi-Ottawa_Ontario.html,high,web_research,True
way,663542343,Sona the Indian Kitchen,restaurant,restaurant,Unknown,indian,45.3527509,-75.6510489,1183,Hunt Club Road,ottawa,l1v8s4,1183 Hunt Club Road,+16137334678,https://www.sonatheindiankitchen.ca/,,Unknown,Unknown,,"{""@id"": ""way/663542343"", ""addr:city"": ""ottawa"", ""addr:housenumber"": ""1183"", ""addr:postcode"": ""l1v8s4"", ""addr:province"": ""ontario"", ""addr:street"": ""Hunt Club Road"", ""addr:unit"": ""104"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""indian"", ""name"": ""Sona the Indian Kitchen"", ""phone"": ""+16137334678"", ""website"": ""https://www.sonatheindiankitchen.ca/"", ""@geometry"": ""center""}","1183 Hunt Club Road, ottawa l1v8s4",8.451552951708914,"Sona the Indian Kitchen restaurant indian 1183 Hunt Club Road, ottawa l1v8s4 {""@id"": ""way/663542343"", ""addr:city"": ""ottawa"", ""addr:housenumber"": ""1183"", ""addr:postcode"": ""l1v8s4"", ""addr:province"": ""ontario"", ""addr:street"": ""Hunt Club Road"", ""addr:unit"": ""104"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""indian"", ""name"": ""Sona the Indian Kitchen"", ""phone"": ""+16137334678"", ""website"": ""https://www.sonatheindiankitchen.ca/"", ""@geometry"": ""center""}",indian,,,,indian,,,,False
