osm_type,osm_id,name,place_type,amenity,tourism,cuisine,lat,lon,addr_housenumber,addr_street,addr_city,addr_postcode,address,phone,website,opening_hours,wheelchair,brand,source,tags_json,address_clean,dist_to_center_km,text,eval_label,google_rating,google_user_rating_count,rating_source,google_match_score,google_place_id,google_photo_name,google_photo_url,google_photo_attribution,google_photo_match_score
way,606521912,Sushi 'n' Poke,restaurant,restaurant,Unknown,sushi,45.350139,-75.9246013,700,March Road,Ottawa,Unknown,700 March Road,+1 613-595-0313,https://www.gogiyabbq.com/,Mo 11:00-20:00; Tu 11:00-20:00; We 11:00-20:00; Th 11:00-20:00; Fr 11:00-20:00; Sa 12:00-20:00; Su 12:00-20:00,Unknown,Unknown,,"{""@id"": ""way/606521912"", ""addr:housenumber"": ""700"", ""addr:street"": ""March Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""sushi"", ""name"": ""Sushi 'n' Poke"", ""opening_hours"": ""Mo 11:00-20:00; Tu 11:00-20:00; We 11:00-20:00; Th 11:00-20:00; Fr 11:00-20:00; Sa 12:00-20:00; Su 12:00-20:00"", ""phone"": ""+1 613-595-0313"", ""start_date"": ""1991..1999"", ""website"": ""https://www.gogiyabbq.com/"", ""@geometry"": ""center""}","700 March Road, Ottawa Unknown",19.451114994204016,"Sushi 'n' Poke restaurant sushi 700 March Road, Ottawa Unknown {""@id"": ""way/606521912"", ""addr:housenumber"": ""700"", ""addr:street"": ""March Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""sushi"", ""name"": ""Sushi 'n' Poke"", ""opening_hours"": ""Mo 11:00-20:00; Tu 11:00-20:00; We 11:00-20:00; Th 11:00-20:00; Fr 11:00-20:00; Sa 12:00-20:00; Su 12:00-20:00"", ""phone"": ""+1 613-595-0313"", ""start_date"": ""1991..1999"", ""website"": ""https://www.gogiyabbq.com/"", ""@geometry"": ""center""}",sushi,,,,,,,,,
way,606521913,Phu Yen,restaurant,restaurant,Unknown,Unknown,45.3501098,-75.9246468,700,March Road,Ottawa,Unknown,700 March Road,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/606521913"", ""addr:housenumber"": ""700"", ""addr:street"": ""March Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""Phu Yen"", ""source"": ""City of Ottawa"", ""start_date"": ""1991..1999"", ""@geometry"": ""center""}","700 March Road, Ottawa Unknown",19.455688012156354,"Phu Yen restaurant Unknown 700 March Road, Ottawa Unknown {""@id"": ""way/606521913"", ""addr:housenumber"": ""700"", ""addr:street"": ""March Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""Phu Yen"", ""source"": ""City of Ottawa"", ""start_date"": ""1991..1999"", ""@geometry"": ""center""}",Unknown,,,,,,,,,
way,606521915,RangDe,restaurant,restaurant,Unknown,indian;southern_indian,45.3500365,-75.9247676,700,March Road,Ottawa,Unknown,700 March Road,+1 613-595-0777,https://www.rangdeottawa.com/,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/606521915"", ""addr:housenumber"": ""700"", ""addr:street"": ""March Road"", ""addr:unit"": ""H"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""indian;southern_indian"", ""name"": ""RangDe"", ""phone"": ""+1 613-595-0777"", ""source"": ""City of Ottawa"", ""start_date"": ""2023"", ""website"": ""https://www.rangdeottawa.com/"", ""@geometry"": ""center""}","700 March Road, Ottawa Unknown",19.467637354782813,"RangDe restaurant indian;southern_indian 700 March Road, Ottawa Unknown {""@id"": ""way/606521915"", ""addr:housenumber"": ""700"", ""addr:street"": ""March Road"", ""addr:unit"": ""H"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""indian;southern_indian"", ""name"": ""RangDe"", ""phone"": ""+1 613-595-0777"", ""source"": ""City of Ottawa"", ""start_date"": ""2023"", ""website"": ""https://www.rangdeottawa.com/"", ""@geometry"": ""center""}",indian;southern_indian,,,,,,,,,
way,606789203,Nagi Sushi,restaurant,restaurant,Unknown,sushi,45.4671691,-75.532491,2208,St. Joseph Boulevard,Ottawa,Unknown,2208 St. Joseph Boulevard,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/606789203"", ""addr:housenumber"": ""2208"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""sushi"", ""name"": ""Nagi Sushi"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","2208 St. Joseph Boulevard, Ottawa Unknown",13.816749924652989,"Nagi Sushi restaurant sushi 2208 St. Joseph Boulevard, Ottawa Unknown {""@id"": ""way/606789203"", ""addr:housenumber"": ""2208"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""sushi"", ""name"": ""Nagi Sushi"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",sushi,4.8,368.0,google_places_api,0.9265,ChIJtwQg9GQRzkwRfNaaqVTsQj8,places/ChIJtwQg9GQRzkwRfNaaqVTsQj8/photos/ATCDNfVJ965_y0QahNwRdxB-6lxkqksach8PGH_T-G4Ce5_uGv_J9rOnwDYUSmYxPggeiIFwzAKwQNkOUNfoBbZxWjajCpCGJeSr6cmbFlePzO384PHxbdMRMXwk69ZHtNsQs24nqUPl1Rc4EvV0RjGozmqcDqjvC5qmqh2gUytNt4TgxTYUTdvbkSR3VeR9QIx4MQlRKQ2gop_hXdkR_KNoUcA-omSdWbqlLGddsdnKN0RVwF3ZJeBcjdMwdItCOUrxsx1FOS0srWXgUVDRrA3cgPfAa4c_2dGDGB0CsIjTuMdrZRrNuaW6vsfLN-lfFaNfSQtYL45DvfphC6Bz0remrAW3BvZ0Xbzbt8s42unZHsE6wd-qilwZvV8vsyGtxzpytTSJ_XLmJ33NBcMFbLCF53Sns23D_Tyap9xB-Jh713v0SEeh,https://places.googleapis.com/v1/places/ChIJtwQg9GQRzkwRfNaaqVTsQj8/photos/ATCDNfVJ965_y0QahNwRdxB-6lxkqksach8PGH_T-G4Ce5_uGv_J9rOnwDYUSmYxPggeiIFwzAKwQNkOUNfoBbZxWjajCpCGJeSr6cmbFlePzO384PHxbdMRMXwk69ZHtNsQs24nqUPl1Rc4EvV0RjGozmqcDqjvC5qmqh2gUytNt4TgxTYUTdvbkSR3VeR9QIx4MQlRKQ2gop_hXdkR_KNoUcA-omSdWbqlLGddsdnKN0RVwF3ZJeBcjdMwdItCOUrxsx1FOS0srWXgUVDRrA3cgPfAa4c_2dGDGB0CsIjTuMdrZRrNuaW6vsfLN-lfFaNfSQtYL45DvfphC6Bz0remrAW3BvZ0Xbzbt8s42unZHsE6wd-qilwZvV8vsyGtxzpytTSJ_XLmJ33NBcMFbLCF53Sns23D_Tyap9xB-Jh713v0SEeh/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Sebastian Soare,0.9265
way,606789213,Pizza Hut,restaurant,restaurant,Unknown,pizza,45.4683023,-75.5320943,2297,St. Joseph Boulevard,Ottawa,Unknown,2297 St. Joseph Boulevard,,,,Unknown,Pizza Hut,City of Ottawa,"{""@id"": ""way/606789213"", ""addr:housenumber"": ""2297"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""brand"": ""Pizza Hut"", ""brand:wikidata"": ""Q191615"", ""brand:wikipedia"": ""en:Pizza Hut"", ""building"": ""commercial"", ""cuisine"": ""pizza"", ""name"": ""Pizza Hut"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","2297 St. Joseph Boulevard, Ottawa Unknown",13.892127078408036,"Pizza Hut restaurant pizza 2297 St. Joseph Boulevard, Ottawa Unknown {""@id"": ""way/606789213"", ""addr:housenumber"": ""2297"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""brand"": ""Pizza Hut"", ""brand:wikidata"": ""Q191615"", ""brand:wikipedia"": ""en:Pizza Hut"", ""building"": ""commercial"", ""cuisine"": ""pizza"", ""name"": ""Pizza Hut"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",pizza,3.8,561.0,google_places_api,0.8864,ChIJE7PwU4URzkwRG19QpWCnE0E,places/ChIJE7PwU4URzkwRG19QpWCnE0E/photos/ATCDNfVmeKaV-Ul3wBBhOMq3AR0mY-3Bzhlg2M4xpvE5GEHpdo2UM_1BQt7limtmzURt2IGmRo-M5nGqNlGSYhscMuXA4vAtalRRzFbcbBy4wpBaKWyCCqUvTYaSOxX8qEBpQFskHjDvPbWUq34WCt-fg_XD_LtGfq6rmErjfr49auGTRpoY7siPwhK_2r56LQz4FSBH9swIxcK7c3C3xMoM_Q4NJqWpcNuNVoMoEe2h7UmamchetTofzxs1Rh6oxZYZsGTUtd87lZeA7RpyYQEHC-vP-bg2ZxZqRaMjYwa-yTL50ghtcJQiCVT-zbZLK3CvGD5gxUJ2G_dIwFSOhpe1UOF--6gTfwQ65LB83eL67gOAlzOPGlYWfxzEIyINK_LFcg5ycv5hso9wqCYECYxyuev5Ka3bjCTsSrOBf9Xyw5Q-TmTo,https://places.googleapis.com/v1/places/ChIJE7PwU4URzkwRG19QpWCnE0E/photos/ATCDNfVmeKaV-Ul3wBBhOMq3AR0mY-3Bzhlg2M4xpvE5GEHpdo2UM_1BQt7limtmzURt2IGmRo-M5nGqNlGSYhscMuXA4vAtalRRzFbcbBy4wpBaKWyCCqUvTYaSOxX8qEBpQFskHjDvPbWUq34WCt-fg_XD_LtGfq6rmErjfr49auGTRpoY7siPwhK_2r56LQz4FSBH9swIxcK7c3C3xMoM_Q4NJqWpcNuNVoMoEe2h7UmamchetTofzxs1Rh6oxZYZsGTUtd87lZeA7RpyYQEHC-vP-bg2ZxZqRaMjYwa-yTL50ghtcJQiCVT-zbZLK3CvGD5gxUJ2G_dIwFSOhpe1UOF--6gTfwQ65LB83eL67gOAlzOPGlYWfxzEIyINK_LFcg5ycv5hso9wqCYECYxyuev5Ka3bjCTsSrOBf9Xyw5Q-TmTo/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Alain C,0.8864
way,606804348,Saigon Bistro,restaurant,restaurant,Unknown,vietnamese,45.4662847,-75.5344386,2136,St. Joseph Boulevard,Ottawa,Unknown,2136 St. Joseph Boulevard,,,,Unknown,Unknown,,"{""@id"": ""way/606804348"", ""addr:housenumber"": ""2136"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""vietnamese"", ""name"": ""Saigon Bistro"", ""@geometry"": ""center""}","2136 St. Joseph Boulevard, Ottawa Unknown",13.63943867551306,"Saigon Bistro restaurant vietnamese 2136 St. Joseph Boulevard, Ottawa Unknown {""@id"": ""way/606804348"", ""addr:housenumber"": ""2136"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""vietnamese"", ""name"": ""Saigon Bistro"", ""@geometry"": ""center""}",vietnamese,4.7,308.0,google_places_api,0.9105,ChIJe7I8WEIRzkwRjLyVCqwfGnk,places/ChIJe7I8WEIRzkwRjLyVCqwfGnk/photos/ATCDNfXWPU90pPF43Z1mYB7tvJ-t-puYrd5f13dQtCbhfIEYRM90-VbNDbiWeUoOAKW_zq8BFdoKWfwkw5MA7sDPZi8FSCREZslHaacicHS0Erer4Fq5teBxacMAfqKt_kSbQ4Bf31325eFBWvugqApiqijqVyKbdtfkaSYPx_Kebz5E_qHmSasTTcd_1HMKdnWSieewFTfevT358HH1BOuUadMdKrGi25LmGKQg2P03JxU6NNotoLb9vB5WYt0uSOOuGUCC2eZyT8q4l7teSx7P7toG2qn5yQUcsBwpA6rl4DINsikt9AHICka3L36LsP31y5MiIg0f2fD2CSngZ-5GEbmXPKBRJuxDFEj2i3inrVYwlsInAmIEYZ3OFWSrjfAS8uKVMglLMnhf9E6SFn-cdNF5UFHGdqqiAI8_omXyI8qzyUUkyYHgMIpeuGCm8A,https://places.googleapis.com/v1/places/ChIJe7I8WEIRzkwRjLyVCqwfGnk/photos/ATCDNfXWPU90pPF43Z1mYB7tvJ-t-puYrd5f13dQtCbhfIEYRM90-VbNDbiWeUoOAKW_zq8BFdoKWfwkw5MA7sDPZi8FSCREZslHaacicHS0Erer4Fq5teBxacMAfqKt_kSbQ4Bf31325eFBWvugqApiqijqVyKbdtfkaSYPx_Kebz5E_qHmSasTTcd_1HMKdnWSieewFTfevT358HH1BOuUadMdKrGi25LmGKQg2P03JxU6NNotoLb9vB5WYt0uSOOuGUCC2eZyT8q4l7teSx7P7toG2qn5yQUcsBwpA6rl4DINsikt9AHICka3L36LsP31y5MiIg0f2fD2CSngZ-5GEbmXPKBRJuxDFEj2i3inrVYwlsInAmIEYZ3OFWSrjfAS8uKVMglLMnhf9E6SFn-cdNF5UFHGdqqiAI8_omXyI8qzyUUkyYHgMIpeuGCm8A/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Karim Attia,0.9105
way,606804349,Sushi Poke Go,restaurant,restaurant,Unknown,sushi,45.4663113,-75.5343781,2138,St. Joseph Boulevard,Ottawa,Unknown,2138 St. Joseph Boulevard,,,,Unknown,Unknown,,"{""@id"": ""way/606804349"", ""addr:housenumber"": ""2138"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""sushi"", ""name"": ""Sushi Poke Go"", ""@geometry"": ""center""}","2138 St. Joseph Boulevard, Ottawa Unknown",13.644909910119257,"Sushi Poke Go restaurant sushi 2138 St. Joseph Boulevard, Ottawa Unknown {""@id"": ""way/606804349"", ""addr:housenumber"": ""2138"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""sushi"", ""name"": ""Sushi Poke Go"", ""@geometry"": ""center""}",sushi,4.8,94.0,google_places_api,0.9105,ChIJ44DO8q0RzkwRCOtOJJAkcK0,places/ChIJ44DO8q0RzkwRCOtOJJAkcK0/photos/ATCDNfVXaEVSIwwCXAcKtomkl9FLlBAhkQCkAeqPJSKJCIY7zKD2mdjEIHvB046gMhhO_fex91zt06eJVUDst5785Lsb4BK9Dw-qYpcBfxbnz5--pZsRajwKUpR5_ZeE7-YwgT265ugiNkD4ZIHoWzlpUpO0NiwLwyCu9SKhqdNU2GuqJBLUefn8zQxfv3_t2fxhWX6aQnpndkhW1mF3Oz3ohPg1lEgGziTh1lwFLZsHXRgET2GFGAIZDfVGEGhAfcq1yMJWlxltxaZx0A7W7T5yFFPOqZnlnDs-aWhIwqEQsCIX4A,https://places.googleapis.com/v1/places/ChIJ44DO8q0RzkwRCOtOJJAkcK0/photos/ATCDNfVXaEVSIwwCXAcKtomkl9FLlBAhkQCkAeqPJSKJCIY7zKD2mdjEIHvB046gMhhO_fex91zt06eJVUDst5785Lsb4BK9Dw-qYpcBfxbnz5--pZsRajwKUpR5_ZeE7-YwgT265ugiNkD4ZIHoWzlpUpO0NiwLwyCu9SKhqdNU2GuqJBLUefn8zQxfv3_t2fxhWX6aQnpndkhW1mF3Oz3ohPg1lEgGziTh1lwFLZsHXRgET2GFGAIZDfVGEGhAfcq1yMJWlxltxaZx0A7W7T5yFFPOqZnlnDs-aWhIwqEQsCIX4A/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Sushi Poke Go,0.9105
way,606804350,Gabriel Pizza,restaurant,restaurant,Unknown,pizza,45.4664009,-75.5341752,2158,St. Joseph Boulevard,Ottawa,Unknown,2158 St. Joseph Boulevard,+1-613-824-6164,,"Su-Th 07:00-21:00, Fr-Sa 07:00-22:00",limited,Gabriel Pizza,,"{""@id"": ""way/606804350"", ""addr:housenumber"": ""2158"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""brand"": ""Gabriel Pizza"", ""brand:wikidata"": ""Q5515791"", ""brand:wikipedia"": ""en:Gabriel Pizza"", ""building"": ""commercial"", ""cuisine"": ""pizza"", ""drive_through"": ""no"", ""name"": ""Gabriel Pizza"", ""opening_hours"": ""Su-Th 07:00-21:00, Fr-Sa 07:00-22:00"", ""phone"": ""+1-613-824-6164"", ""takeaway"": ""yes"", ""wheelchair"": ""limited"", ""@geometry"": ""center""}","2158 St. Joseph Boulevard, Ottawa Unknown",13.663275295756204,"Gabriel Pizza restaurant pizza 2158 St. Joseph Boulevard, Ottawa Unknown {""@id"": ""way/606804350"", ""addr:housenumber"": ""2158"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""brand"": ""Gabriel Pizza"", ""brand:wikidata"": ""Q5515791"", ""brand:wikipedia"": ""en:Gabriel Pizza"", ""building"": ""commercial"", ""cuisine"": ""pizza"", ""drive_through"": ""no"", ""name"": ""Gabriel Pizza"", ""opening_hours"": ""Su-Th 07:00-21:00, Fr-Sa 07:00-22:00"", ""phone"": ""+1-613-824-6164"", ""takeaway"": ""yes"", ""wheelchair"": ""limited"", ""@geometry"": ""center""}",pizza,4.3,947.0,google_places_api,0.9375,ChIJk7WpVpARzkwR7js7ZgtDWH4,places/ChIJk7WpVpARzkwR7js7ZgtDWH4/photos/ATCDNfXUHtrznSha5cYiBrbdiyIcF2j2xgIEYV_tUog-TYnOwQLviTO3Ym1EUb1L11hdcf9wMhB5Q1syg-Syxu3z7ESaxd7reOLfbX45kUJqy_ngPZbU0qKvvX-U-T2IXeHgn5NYM04VX51hMLo89EN10eVLmdixj6A3r37YTHxapGp2h39GU6IU2aD-eCZj6BbJQr2eZ-9c7KvrlAING0yHUB0Ur-QE19AQh712YbLGgiTSATOty8MVIUHL3qNMdTmgAOOWSvXvjg7ZV8p6PPwyrR04iyR3tSmv6HG7H60R4Iuwv-TaIgmYgFZTsedJFm95gbhmlEmIJW0Znpif2CyAXDP968HOYtyEDSQUaOAf0d9hBzWAGvdZB7I_93H6A2NAHwm7RYL__N5xe4EgTELhBLzgx42AaKoA9zAAIzxlHECtY0SB,https://places.googleapis.com/v1/places/ChIJk7WpVpARzkwR7js7ZgtDWH4/photos/ATCDNfXUHtrznSha5cYiBrbdiyIcF2j2xgIEYV_tUog-TYnOwQLviTO3Ym1EUb1L11hdcf9wMhB5Q1syg-Syxu3z7ESaxd7reOLfbX45kUJqy_ngPZbU0qKvvX-U-T2IXeHgn5NYM04VX51hMLo89EN10eVLmdixj6A3r37YTHxapGp2h39GU6IU2aD-eCZj6BbJQr2eZ-9c7KvrlAING0yHUB0Ur-QE19AQh712YbLGgiTSATOty8MVIUHL3qNMdTmgAOOWSvXvjg7ZV8p6PPwyrR04iyR3tSmv6HG7H60R4Iuwv-TaIgmYgFZTsedJFm95gbhmlEmIJW0Znpif2CyAXDP968HOYtyEDSQUaOAf0d9hBzWAGvdZB7I_93H6A2NAHwm7RYL__N5xe4EgTELhBLzgx42AaKoA9zAAIzxlHECtY0SB/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Nash S.,0.9375
way,606809606,Cora,restaurant,restaurant,Unknown,breakfast,45.4648711,-75.5399086,1971,St. Joseph Boulevard,Ottawa,Unknown,1971 St. Joseph Boulevard,,,,Unknown,Cora,City of Ottawa,"{""@id"": ""way/606809606"", ""addr:housenumber"": ""1971"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""brand"": ""Cora"", ""brand:wikidata"": ""Q2996960"", ""brand:wikipedia"": ""en:Cora (restaurant)"", ""building"": ""commercial"", ""cuisine"": ""breakfast"", ""name"": ""Cora"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","1971 St. Joseph Boulevard, Ottawa Unknown",13.184912981020114,"Cora restaurant breakfast 1971 St. Joseph Boulevard, Ottawa Unknown {""@id"": ""way/606809606"", ""addr:housenumber"": ""1971"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""brand"": ""Cora"", ""brand:wikidata"": ""Q2996960"", ""brand:wikipedia"": ""en:Cora (restaurant)"", ""building"": ""commercial"", ""cuisine"": ""breakfast"", ""name"": ""Cora"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",breakfast,,,,,,,,,
way,607449917,Govinda's,restaurant,restaurant,Unknown,indian,45.422436,-75.6789247,212,Somerset Street East,Ottawa,Unknown,212 Somerset Street East,,https://www.ottawa.iskcon.ca/homepage/buffet2.htm,Mo-Fr 17:00-20:00,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/607449917"", ""addr:housenumber"": ""212"", ""addr:street"": ""Somerset Street East"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""capacity"": ""50"", ""cuisine"": ""indian"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""name"": ""Govinda's"", ""opening_hours"": ""Mo-Fr 17:00-20:00"", ""source"": ""City of Ottawa"", ""website"": ""https://www.ottawa.iskcon.ca/homepage/buffet2.htm"", ""@geometry"": ""center""}","212 Somerset Street East, Ottawa Unknown",1.430097131905154,"Govinda's restaurant indian 212 Somerset Street East, Ottawa Unknown {""@id"": ""way/607449917"", ""addr:housenumber"": ""212"", ""addr:street"": ""Somerset Street East"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""capacity"": ""50"", ""cuisine"": ""indian"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""name"": ""Govinda's"", ""opening_hours"": ""Mo-Fr 17:00-20:00"", ""source"": ""City of Ottawa"", ""website"": ""https://www.ottawa.iskcon.ca/homepage/buffet2.htm"", ""@geometry"": ""center""}",indian,4.9,312.0,google_places_api,0.9359,ChIJZW88CAkFzkwRc6WxqLC6QjU,places/ChIJZW88CAkFzkwRc6WxqLC6QjU/photos/ATCDNfVmhvyzzdONPfBy8lMn6NFKfV4EvojsM03ydm4VLj2sdV3taTGpMcJKsANuqQqigfpf1afBtErgNj0wRARfeZSNRTogJUXYrVwlSGIoTreaxqHuPkxUGNoZYt5BDiUQQz9pWLUq9H-zooR5NuHfRWDLUpC5LAPraYSmrtOgTpLGAsICa8oEUpsOr3pNhieuH_i7VaBiPbsHc11DkbRJXKd40_AtgLXdMf7x_Xj7eQYW74ZmZiQnD9QXMjhvZ7PZPCLEZo1VAfcz47oLNfzTczSGC0GhUyliN4KtuSi16kUO3F3inovf_rQxIxnIsnUVxqUs-2w6TKXJxAN9EI4s0KTQv7yRwuE7EYvDCGNjHb69KTHrmFSSF9N78RwDS5q2eUca5GX1XtlDIvdD6eN5KuIym6P9y1nQRJwpHQF4a6eYlrqp,https://places.googleapis.com/v1/places/ChIJZW88CAkFzkwRc6WxqLC6QjU/photos/ATCDNfVmhvyzzdONPfBy8lMn6NFKfV4EvojsM03ydm4VLj2sdV3taTGpMcJKsANuqQqigfpf1afBtErgNj0wRARfeZSNRTogJUXYrVwlSGIoTreaxqHuPkxUGNoZYt5BDiUQQz9pWLUq9H-zooR5NuHfRWDLUpC5LAPraYSmrtOgTpLGAsICa8oEUpsOr3pNhieuH_i7VaBiPbsHc11DkbRJXKd40_AtgLXdMf7x_Xj7eQYW74ZmZiQnD9QXMjhvZ7PZPCLEZo1VAfcz47oLNfzTczSGC0GhUyliN4KtuSi16kUO3F3inovf_rQxIxnIsnUVxqUs-2w6TKXJxAN9EI4s0KTQv7yRwuE7EYvDCGNjHb69KTHrmFSSF9N78RwDS5q2eUca5GX1XtlDIvdD6eN5KuIym6P9y1nQRJwpHQF4a6eYlrqp/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Jay Mehta,0.9359
way,607739751,Double 7 Bar & Grill,restaurant,restaurant,Unknown,Unknown,45.4281052,-75.6401062,1020,St-Laurent Boulevard,Ottawa,Unknown,1020 St-Laurent Boulevard,,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""way/607739751"", ""addr:housenumber"": ""1020"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""Double 7 Bar & Grill"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}","1020 St-Laurent Boulevard, Ottawa Unknown",4.515818020544646,"Double 7 Bar & Grill restaurant Unknown 1020 St-Laurent Boulevard, Ottawa Unknown {""@id"": ""way/607739751"", ""addr:housenumber"": ""1020"", ""addr:street"": ""St-Laurent Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""Double 7 Bar & Grill"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}",Unknown,,,,,,,,,
way,609608197,Salang Restaurant,restaurant,restaurant,Unknown,kebab,45.3560801,-75.8017205,2934,Carling Avenue,Ottawa,Unknown,2934 Carling Avenue,,,,Unknown,Unknown,Bing,"{""@id"": ""way/609608197"", ""addr:housenumber"": ""2934"", ""addr:street"": ""Carling Avenue"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""capacity"": ""75"", ""cuisine"": ""kebab"", ""name"": ""Salang Restaurant"", ""source"": ""Bing"", ""takeaway"": ""yes"", ""@geometry"": ""center""}","2934 Carling Avenue, Ottawa Unknown",10.933294330671853,"Salang Restaurant restaurant kebab 2934 Carling Avenue, Ottawa Unknown {""@id"": ""way/609608197"", ""addr:housenumber"": ""2934"", ""addr:street"": ""Carling Avenue"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""capacity"": ""75"", ""cuisine"": ""kebab"", ""name"": ""Salang Restaurant"", ""source"": ""Bing"", ""takeaway"": ""yes"", ""@geometry"": ""center""}",kebab,,,,,,,,,
